make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Hyundai,EON,2013,290000,40000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Hyundai,EON,2014,229999,80000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Honda,City,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,26,1498,99,200,1750,5,Japan
Hyundai,Santro,2012,200000,90000,Petrol,Individual,Manual,Second Owner,18,1086,62,96,3000,5,South Korea
Maruti,Alto,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20,796,46,62,3000,5,India
Hyundai,i20,2012,330000,90000,Diesel,Individual,Manual,First Owner,23,1396,90,22,2250,5,South Korea
Maruti,Ritz,2009,200000,70000,Diesel,Individual,Manual,First Owner,21,1248,74,113,4500,5,India
Mahindra,KUV,2018,420000,31000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Maruti,Swift,2009,260000,120000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Hyundai,i20,2016,590000,40000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Maruti,Swift,2015,545000,180000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Maruti,Wagon,2011,210000,90000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Honda,City,2008,185000,110000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Maruti,Wagon,2006,125000,59000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Hyundai,EON,2014,280000,60000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Hyundai,Santro,2005,99000,89500,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,South Korea
Maruti,Wagon,2005,98000,70000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Tata,Indica,2009,100000,190000,Diesel,Individual,Manual,First Owner,17,1405,71,135,2500,5,India
Mahindra,Verito,2013,250000,180000,Diesel,Individual,Manual,First Owner,21,1461,64,160,2000,5,India
Chevrolet,Optra,2007,160000,130000,Diesel,Individual,Manual,Second Owner,17,1991,124,305,2000,5,United States
Hyundai,Verna,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,22,1582,126,260,2325,5,South Korea
Tata,Indica,2009,95000,80000,Diesel,Individual,Manual,Second Owner,18,1396,53,85,2500,5,India
Hyundai,Verna,2014,525000,80000,Diesel,Individual,Manual,Second Owner,22,1582,126,260,2325,5,South Korea
Datsun,RediGO,2017,278000,20000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Maruti,800,1997,50000,60000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Volkswagen,Polo,2011,254999,120000,Diesel,Individual,Manual,Third Owner,22,1199,74,180,2000,5,Germany
Maruti,S-Cross,2018,950000,51000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,5,India
Honda,City,2007,229999,60000,Petrol,Individual,Manual,Third Owner,18,1497,78,13,2700,5,Japan
Maruti,Alto,2017,330000,20000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Maruti,Alto,2017,350000,40000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Volkswagen,Polo,2016,560000,35000,Petrol,Individual,Manual,First Owner,16,1199,74,110,4300,5,Germany
Maruti,Wagon,2017,440000,30000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,A-Star,2011,220000,90000,Petrol,Individual,Manual,Second Owner,19,998,66,90,3500,5,India
Maruti,Swift,2017,750000,110000,Diesel,Individual,Manual,Second Owner,28,1248,74,190,2000,5,India
Mahindra,XUV500,2015,800000,140000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Tata,Indica,2007,59259,104000,Diesel,Individual,Manual,Second Owner,17,1396,54,8,2500,5,India
Mahindra,Thar,2015,750000,16000,Diesel,Individual,Manual,First Owner,18,2523,63,182,1650,7,India
Maruti,Baleno,2019,780000,7200,Petrol,Individual,Manual,First Owner,21,998,100,150,4500,5,India
Volkswagen,Polo,2011,320000,77000,Diesel,Individual,Manual,Second Owner,22,1199,74,180,2000,5,Germany
Mahindra,KUV,2017,690000,40000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Maruti,Swift,2012,375000,70000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Ford,Figo,2017,620000,50000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Hyundai,Santro,2015,300000,85000,LPG,Individual,Manual,First Owner,13,1086,62,96,3000,5,South Korea
Maruti,Eeco,2016,370000,58000,Petrol,Individual,Manual,Second Owner,15,1196,73,101,3000,7,India
Mahindra,Thar,2013,770000,85000,Diesel,Individual,Manual,First Owner,17,2498,105,247,2000,7,India
Hyundai,Xcent,2014,500000,65000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Mahindra,KUV,2017,450000,120000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Hyundai,Santro,2013,195000,50000,Petrol,Individual,Manual,Second Owner,18,1086,62,96,3000,5,South Korea
Maruti,Wagon,2018,472000,30000,Petrol,Individual,Automatic,First Owner,21,998,67,90,3500,5,India
Maruti,Alto,2014,250000,58000,Petrol,Individual,Manual,Second Owner,24,998,67,90,3500,5,India
Chevrolet,Beat,2011,165000,70000,Diesel,Individual,Manual,Second Owner,25,936,58,150,1750,5,United States
Tata,Zest,2018,525000,110000,Diesel,Individual,Manual,Second Owner,21,1248,89,190,3000,5,India
Maruti,Wagon,2003,145000,65000,Petrol,Individual,Manual,Third Owner,19,998,67,90,3500,5,India
Tata,Indica,2013,325000,100000,Diesel,Individual,Manual,First Owner,22,1248,89,200,3000,5,India
Mahindra,Bolero,2017,660000,60000,Diesel,Individual,Manual,Second Owner,16,1493,70,195,2200,7,India
Ford,Figo,2012,250000,80000,Diesel,Individual,Manual,Second Owner,20,1399,68,160,2000,5,United States
Maruti,Alto,2016,305000,40000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Ciaz,2015,600000,50000,Diesel,Individual,Manual,First Owner,26,1248,88,200,1750,5,India
Maruti,Wagon,2015,280000,110000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Tata,Indigo,2011,153000,50000,Diesel,Individual,Manual,Second Owner,24,1396,70,140,3000,5,India
Mahindra,TUV,2018,700000,30000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Renault,KWID,2017,325000,40000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Maruti,800,2006,155000,70000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Maruti,Alto,2012,235000,80000,Petrol,Individual,Manual,Third Owner,21,998,67,90,3500,5,India
Tata,Indica,2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,19,1459,92,0,3011,5,India
Maruti,Swift,2016,500000,15000,Petrol,Individual,Manual,First Owner,20,1197,82,113,4200,5,India
Mahindra,Bolero,2004,120000,150000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,7,India
Skoda,Rapid,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,22,1498,104,250,2500,5,Czech Republic
Toyota,Innova,2014,950000,80000,Diesel,Dealer,Manual,First Owner,13,2494,101,200,3600,7,Japan
Mahindra,XUV500,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15,2179,153,360,2800,7,India
Volkswagen,Polo,2016,591000,60000,Diesel,Dealer,Manual,First Owner,21,1498,108,250,3000,5,Germany
Hyundai,i20,2015,585000,72000,Diesel,Dealer,Manual,First Owner,23,1396,89,220,2125,5,South Korea
Honda,City,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,18,1497,118,145,4600,5,Japan
Maruti,Swift,2014,450000,53190,Diesel,Dealer,Manual,First Owner,28,1248,74,190,2000,5,India
Hyundai,i20,2014,484999,70100,Diesel,Dealer,Manual,First Owner,23,1396,89,220,2125,5,South Korea
Honda,Jazz,2018,650000,47725,Diesel,Dealer,Manual,First Owner,27,1498,99,200,1750,5,Japan
Maruti,Swift,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28,1248,74,190,2000,5,India
Ford,Figo,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20,1399,68,160,2000,5,United States
Hyundai,Elantra,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,15,1498,113,250,2750,5,South Korea
Chevrolet,Beat,2014,190000,74321,Diesel,Dealer,Manual,First Owner,25,936,56,142,1750,5,United States
Maruti,Swift,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,28,1248,74,190,2000,5,India
Hyundai,Creta,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,17,1582,126,260,2325,5,South Korea
Volkswagen,Vento,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,22,1498,109,250,3000,5,Germany
Maruti,SX4,2015,650000,57000,Diesel,Dealer,Manual,First Owner,24,1248,88,200,1750,5,India
Skoda,Rapid,2017,750000,89000,Diesel,Dealer,Manual,First Owner,21,1498,104,250,2500,5,Czech Republic
Skoda,Octavia,2010,355000,116000,Diesel,Individual,Manual,First Owner,19,1896,66,210,1900,5,Czech Republic
Hyundai,Verna,2015,600000,80000,Diesel,Individual,Manual,First Owner,24,1582,126,260,2325,5,South Korea
Maruti,Swift,2018,685000,26000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Swift,2018,509999,100000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Alto,2012,150000,82300,CNG,Individual,Manual,Second Owner,27,796,38,62,3000,5,India
Maruti,Swift,2017,650000,82050,Diesel,Individual,Manual,First Owner,19,1248,74,190,2000,5,India
Toyota,Etios,2012,400000,74500,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,Japan
Mahindra,XUV500,2012,675000,120000,Diesel,Individual,Manual,Second Owner,15,2179,140,330,2800,7,India
Renault,KWID,2018,319000,30000,Petrol,Individual,Automatic,First Owner,24,999,67,91,4250,5,France
Honda,Amaze,2019,640000,6000,Petrol,Individual,Manual,First Owner,20,1199,89,110,4800,5,Japan
Hyundai,i20,2017,650000,30000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Maruti,Ertiga,2015,650000,70000,Diesel,Individual,Manual,First Owner,21,1248,89,200,1750,7,India
Maruti,Alto,2010,155000,70000,CNG,Individual,Manual,Second Owner,27,796,38,62,3000,5,India
Maruti,Swift,2008,175000,120000,Diesel,Individual,Manual,First Owner,18,1248,75,190,2000,5,India
Hyundai,Grand,2014,375000,76000,Diesel,Individual,Manual,Third Owner,24,1120,70,160,2125,5,South Korea
Hyundai,Grand,2014,430000,80000,Diesel,Individual,Manual,Second Owner,24,1120,70,160,2750,5,South Korea
Tata,Indica,2008,65000,110000,Diesel,Individual,Manual,Second Owner,17,1396,54,8,2500,5,India
Hyundai,Accent,2009,150000,70000,Petrol,Individual,Manual,Third Owner,13,1495,94,12,3500,5,South Korea
Hyundai,i20,2019,620000,13000,Petrol,Individual,Manual,First Owner,17,1197,82,115,4000,5,South Korea
Maruti,Ritz,2011,275000,165000,Diesel,Individual,Manual,First Owner,21,1248,74,113,4500,5,India
Chevrolet,Tavera,2013,454000,120000,Diesel,Individual,Manual,Second Owner,14,2499,72,171,1800,10,United States
Mahindra,TUV,2017,600000,30000,Diesel,Individual,Manual,Second Owner,18,1493,100,240,2800,7,India
Volkswagen,Vento,2011,400000,100000,Diesel,Individual,Manual,Second Owner,21,1598,104,250,2500,5,Germany
Maruti,Vitara,2016,750000,70000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Maruti,Swift,2016,500000,40000,Petrol,Individual,Manual,First Owner,20,1197,82,113,4200,5,India
Honda,Mobilio,2015,1000000,46000,Diesel,Individual,Manual,First Owner,24,1498,99,200,1750,7,Japan
Maruti,Baleno,2017,740000,24400,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Hyundai,Grand,2020,775000,2000,Petrol,Dealer,Manual,First Owner,21,1197,82,114,4000,5,South Korea
Hyundai,Elite,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,17,1197,82,117,4000,5,South Korea
Maruti,Celerio,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23,998,67,90,3500,5,India
Hyundai,Creta,2015,850000,59235,Diesel,Dealer,Manual,First Owner,20,1582,126,260,2325,5,South Korea
Honda,Amaze,2014,520000,48000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Mahindra,Xylo,2018,650000,114000,Diesel,Individual,Manual,First Owner,15,2489,94,218,2600,7,India
Maruti,Swift,2011,430000,120000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Hyundai,i20,2013,360000,144000,Diesel,Individual,Manual,First Owner,22,1396,89,220,2125,5,South Korea
Hyundai,i20,2013,350000,144000,Diesel,Individual,Manual,First Owner,22,1396,89,220,2125,5,South Korea
Maruti,Vitara,2016,791000,190000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Toyota,Innova,2015,950000,190000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3400,7,Japan
Maruti,Swift,2019,690000,20000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Hyundai,Verna,2017,860000,40000,Diesel,Individual,Manual,Second Owner,22,1582,126,260,2250,5,South Korea
Maruti,Swift,2012,371000,100000,Diesel,Individual,Manual,First Owner,19,1248,74,190,2000,5,India
Tata,Indica,2008,45000,60000,Diesel,Individual,Manual,Second Owner,17,1405,68,13,500,5,India
Volkswagen,Vento,2011,240000,110000,Diesel,Individual,Manual,First Owner,21,1598,104,250,2500,5,Germany
Maruti,Swift,2014,495000,77215,Diesel,Individual,Manual,Second Owner,25,1248,74,190,2000,5,India
Maruti,Swift,2005,170000,50000,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Honda,Jazz,2015,671000,48228,Petrol,Dealer,Manual,First Owner,19,1199,89,110,4800,5,Japan
Maruti,Swift,2017,693000,58559,Diesel,Dealer,Manual,First Owner,25,1248,74,190,2000,5,India
Maruti,Swift,2010,352000,72179,Diesel,Dealer,Manual,First Owner,19,1459,92,0,3011,5,India
Honda,City,2016,802999,50856,Diesel,Dealer,Manual,First Owner,26,1498,99,200,1750,5,Japan
Honda,City,2017,890000,18300,Petrol,Individual,Manual,First Owner,18,1497,117,145,4600,5,Japan
Maruti,Swift,2015,495000,59292,Diesel,Dealer,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Celerio,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23,998,67,90,3500,5,India
Maruti,Baleno,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21,1197,83,115,4000,5,India
Honda,City,2017,925000,69000,Diesel,Dealer,Manual,First Owner,26,1498,98,200,1750,5,Japan
Maruti,Swift,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28,1248,74,190,2000,5,India
Maruti,Baleno,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Celerio,2016,375000,61173,Diesel,Dealer,Manual,First Owner,28,793,47,125,2000,5,India
Maruti,Swift,2016,595000,77321,Diesel,Dealer,Manual,First Owner,19,1459,92,0,3011,5,India
Mahindra,XUV500,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15,2179,140,330,2800,7,India
Maruti,Baleno,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,20,1197,82,113,4200,5,India
Maruti,Baleno,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Swift,2008,260000,100000,Diesel,Individual,Manual,Second Owner,18,1248,75,190,2000,5,India
Maruti,Celerio,2017,380000,50000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Hyundai,Grand,2017,480000,60000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Alto,2016,240000,35000,Petrol,Individual,Manual,Second Owner,23,796,47,69,3500,5,India
Hyundai,Verna,2014,500000,33400,Petrol,Individual,Manual,First Owner,17,1396,106,135,5000,5,South Korea
Maruti,Swift,2015,420000,36000,Petrol,Individual,Manual,First Owner,20,1197,83,113,4200,5,India
Ford,Figo,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20,1399,68,160,2000,5,United States
Maruti,Alto,2012,110000,80000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Alto,2007,120000,120000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Maruti,Swift,2017,700000,80000,Diesel,Individual,Automatic,First Owner,28,1248,74,190,2000,5,India
Maruti,Swift,2018,550000,120000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Tata,Indigo,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19,1405,69,135,2500,5,India
Toyota,Etios,2018,665000,70000,Diesel,Individual,Manual,First Owner,24,1364,67,170,2400,5,Japan
Mahindra,Xylo,2014,445000,120000,Diesel,Individual,Manual,Second Owner,15,2489,94,218,2600,7,India
Hyundai,i20,2012,340000,92686,Diesel,Dealer,Manual,Second Owner,22,1396,89,220,2125,5,South Korea
Tata,Manza,2012,270000,80000,Diesel,Individual,Manual,First Owner,21,1248,89,200,3000,5,India
Mahindra,XUV500,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16,2179,140,330,2800,7,India
Maruti,Swift,2009,279000,117000,Diesel,Individual,Manual,First Owner,18,1248,75,190,2000,5,India
Skoda,Octavia,2007,250000,100000,Diesel,Individual,Manual,Second Owner,17,1896,122,21,1900,5,Czech Republic
Hyundai,Verna,2012,475000,83000,Petrol,Individual,Automatic,First Owner,16,1591,121,155,4200,5,South Korea
Chevrolet,Cruze,2016,750000,67600,Diesel,Individual,Automatic,First Owner,15,1998,164,360,2000,5,United States
Hyundai,EON,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Honda,Amaze,2013,445000,100000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Hyundai,i20,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23,1396,90,22,2250,5,South Korea
Skoda,Rapid,2012,295000,140000,Diesel,Individual,Manual,First Owner,20,1598,104,250,2500,5,Czech Republic
Maruti,Swift,2018,600000,25000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,800,2012,100000,30000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Hyundai,i20,2018,710000,42000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Hyundai,EON,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20,998,68,94,3500,5,South Korea
Maruti,Alto,2012,220000,13000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,EON,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Hyundai,i20,2011,350000,50000,Diesel,Individual,Manual,First Owner,23,1396,90,22,2250,5,South Korea
Tata,Indigo,2011,210000,175000,Diesel,Individual,Manual,Second Owner,24,1396,70,140,3000,5,India
Tata,Indigo,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23,1396,69,140,3000,5,India
Hyundai,Accent,2003,70000,120000,Petrol,Individual,Manual,Third Owner,19,1459,92,0,3011,5,South Korea
Maruti,Ritz,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23,1248,74,190,2000,5,India
Maruti,Swift,2012,380000,112048,Petrol,Individual,Manual,Second Owner,18,1298,86,114,4000,5,India
Honda,City,2010,360000,98000,Petrol,Individual,Manual,Third Owner,17,1497,118,146,4800,5,Japan
Mahindra,XUV500,2015,944999,41000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Chevrolet,Tavera,2016,620000,120000,Diesel,Individual,Manual,First Owner,14,2499,72,171,1800,10,United States
Maruti,Swift,2020,445000,1000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Hyundai,Xcent,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17,1197,82,114,4000,5,South Korea
Maruti,S-Cross,2018,975000,5000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,5,India
Tata,Tiago,2019,450000,3500,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,Swift,2009,198000,91000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Ford,Figo,2017,495000,56000,Diesel,Individual,Manual,First Owner,26,1498,99,215,3000,5,United States
Mahindra,XUV500,2012,800000,40000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Maruti,Swift,2010,300000,70000,Diesel,Individual,Manual,Third Owner,19,1459,92,0,3011,5,India
Maruti,Ritz,2013,300000,120000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Mahindra,Scorpio,2003,200000,120000,Diesel,Individual,Manual,Second Owner,10,2179,120,290,2800,7,India
